142,94,202,154,1
143.7,79.956,202.99,139.24,0.9536
142.62,72.062,201.42,130.86,0.90994
141.21,63.781,199.62,122.2,0.85584
139.52,53.615,198.22,112.32,0.72812
138.88,46.869,197.05,105.04,0.667
138.24,43.695,196.54,102,0.6355
137.79,41.668,196.02,99.907,0.63249
138.35,40.217,196.04,97.914,0.62509
138.83,38.832,196.76,96.765,0.61943
139.79,38.344,197.82,96.379,0.62476
140.97,37.509,198.73,95.271,0.6084
141.88,36.748,200.05,94.916,0.60917
143.07,36.428,201.71,95.068,0.6099
144.62,34.266,203.78,93.429,0.59623
145.58,34.222,204.81,93.451,0.60809
147.22,34.864,206.13,93.78,0.6104
146.92,34.058,206.45,93.592,0.61358
146.76,33.595,207.02,93.855,0.60721
147.86,33.617,208.2,93.957,0.61381
147.87,32.123,208.31,92.563,0.59356
147.17,33.281,208.31,94.423,0.60367
147.22,34.211,208.1,95.088,0.60503
147.22,34.209,208.1,95.089,0.60988
148.1,35.265,208.79,95.959,0.6199
148.63,35.822,209.26,96.455,0.61678
148.18,36.388,209.37,97.583,0.63009
146.84,37.971,208.59,99.716,0.63352
146.81,36.867,208.53,98.587,0.62596
145.99,36.989,208.39,99.392,0.63327
145.6,36.229,208.45,99.078,0.63364
145.6,34.177,208.55,97.131,0.62135
145.6,34.264,208.34,97.01,0.62405
144.77,35.762,207.14,98.132,0.63401
144.86,37.354,207.03,99.517,0.6545
144.87,37.165,207.02,99.315,0.63456
145.09,37.352,207.09,99.348,0.6204
145.09,37.352,207.09,99.347,0.62062
145.85,36.712,207.31,98.167,0.61562
145.85,36.713,207.3,98.167,0.61218
145.78,38.048,207.36,99.633,0.62696
145.78,40.045,207.36,101.63,0.6425
147.67,42.362,209.4,104.09,0.67438
150.38,44.667,211.22,105.5,0.70549
152.54,45.99,213.11,106.57,0.72892
154.55,47.071,214.76,107.28,0.71246
156.17,48.183,215.78,107.79,0.65954
158.57,51.618,217.15,110.2,0.57266
160.59,56.788,218.4,114.6,0.50175
162.72,60.23,219.44,116.95,0.48849
162.72,60.23,219.44,116.95,0.4911
163.17,61.66,219.82,118.31,0.47747
163.72,63.249,220.35,119.88,0.47319
164.62,63.236,221.29,119.91,0.46794
164.89,64.1,221.69,120.9,0.45475
164.67,64.595,221.48,121.4,0.45034
164.66,64.956,221.56,121.85,0.45309
164.61,65.262,221.56,122.22,0.45313
164.3,65.494,220.91,122.11,0.45827
164.17,64.961,220.63,121.42,0.4716
164.17,64.968,220.64,121.43,0.46861
164.61,65.585,221.37,122.35,0.46278
165.6,66.569,222.37,123.34,0.46045
166.83,66.331,223.1,122.6,0.46436
167.78,67.307,224.14,123.67,0.46742
167.79,67.316,224.14,123.66,0.46043
167.81,68.304,224.12,124.61,0.45756
167.34,68.276,223.69,124.63,0.45767
166.89,68.304,223.32,124.74,0.46201
166.85,69.071,223.63,125.85,0.44666
167.25,69.706,224.14,126.6,0.45575
168.34,71.824,224.98,128.46,0.45072
168.59,72.651,225.44,129.5,0.45053
168.71,72.799,225.41,129.5,0.44429
168.51,73.052,225.62,130.16,0.44751
167.95,73.145,225.73,130.93,0.43978
167.7,72.839,225.39,130.52,0.4427
167.01,72.647,225.06,130.7,0.44928
167.04,72.721,225.04,130.72,0.4456
166.85,72.943,225.17,131.26,0.44855
165.88,73.62,224.68,132.42,0.44761
165.6,74.851,224.13,133.38,0.45006
164.85,75.408,224.04,134.59,0.45266
164.6,75.02,223.76,134.19,0.45691
165.04,75.326,224.49,134.77,0.45515
165.39,75.328,224.96,134.89,0.4531
165.27,75.412,225.01,135.15,0.45505
164.53,75.744,224.9,136.11,0.453
163.95,75.427,224.15,135.63,0.45841
163.4,75.333,223.89,135.82,0.45445
162.69,75.211,223.53,136.05,0.45617
161.88,75.491,222.69,136.31,0.45503
161.59,75.961,222.93,137.3,0.46056
161.61,76.031,222.94,137.36,0.4577
160.97,75.96,222.54,137.53,0.45564
160.68,76.8,222.49,138.61,0.45658
160.7,76.38,222.25,137.93,0.45432
160.13,76.494,222.23,138.6,0.45764
160.13,76.496,222.23,138.6,0.44909
160.02,76.284,222.41,138.67,0.45932
160.1,76.688,222.35,138.94,0.45944
159.43,78.504,221.95,141.02,0.45313
159.87,77.585,222.21,139.93,0.45902
160.96,77.414,223.04,139.5,0.45742
160.98,77.424,223.03,139.47,0.46134
161.07,76.143,222.87,137.94,0.47073
161.43,76.031,223.45,138.05,0.46127
161.7,75.878,223.22,137.4,0.47344
161.52,76.163,223.39,138.03,0.47204
160.75,77.68,222.66,139.59,0.4698
160.17,78.682,222.23,140.74,0.47099
160.17,78.997,222.16,140.99,0.46087
159.98,78.998,221.96,140.98,0.46159
159.5,79.191,221.7,141.39,0.46211
159.32,79.283,221.75,141.71,0.4602
158.36,78.471,220.87,140.99,0.47008
158.36,78.473,220.87,140.98,0.46621
157.27,78.371,219.96,141.06,0.4803
156.14,78.115,219.34,141.32,0.48626
154.88,78.615,218.99,142.72,0.48004
155.01,79.286,218.89,143.16,0.50085
156.21,79.411,219.73,142.93,0.51645
157.59,78.156,220.57,141.14,0.51641
159.14,76.303,221.82,138.99,0.51462
158.66,75.324,221.35,138.01,0.50718
158.73,74.449,221.23,136.96,0.51214
158.22,74.176,220.56,136.52,0.5137
159.76,72.816,221.75,134.8,0.52206
160.29,72.825,222.21,134.75,0.51792
160.85,72.84,222.55,134.54,0.51543
160.82,72.791,222.59,134.57,0.51809
160.13,72.612,222.19,134.67,0.50849
160.28,71.962,221.98,133.66,0.52938
159.77,71.403,222.06,133.69,0.51596
160.73,71.565,222.74,133.58,0.50809
162.67,72.45,224.67,134.45,0.49275
162.97,74.007,224.54,135.58,0.50443
163.93,74.911,225.01,135.99,0.49345
163.78,75.34,225.08,136.64,0.49174
163.84,76.016,224.86,137.04,0.4831
163.3,76.127,224.85,137.68,0.49239
162.69,76.374,224.55,138.24,0.4859
163.2,76.295,225.2,138.29,0.48796
163.17,76.541,225.49,138.86,0.46981
162.45,76.858,225.1,139.51,0.4731
161.18,78.811,224.81,142.44,0.46468
161.74,79.832,225.11,143.2,0.46686
162.64,81.154,225.98,144.49,0.45538
162.62,82.547,226.02,145.94,0.44907
162.08,84.293,225.55,147.77,0.44741
162.3,85.153,225.35,148.2,0.445
162.11,85.178,224.66,147.73,0.4606
162.71,84.781,224.28,146.34,0.46037
164.17,83.482,225.53,144.85,0.46331
164.85,81.119,226.48,142.75,0.47406
166.05,79.97,227.4,141.31,0.47189
166.61,78.861,227.92,140.18,0.47226
167.85,79.101,228.69,139.94,0.47675
168.36,79.523,229.28,140.43,0.47485
167.95,79.371,228.85,140.26,0.47661
167.94,79.107,228.89,140.06,0.47716
167.58,79.724,228.82,140.97,0.46244
166.34,79.961,228.27,141.88,0.46423
166.34,80.407,228.27,142.33,0.46568
167.37,80.26,228.72,141.61,0.46353
168.06,78.663,229.98,140.58,0.46652
168.06,78.662,229.97,140.57,0.4678
167.7,78.204,229.55,140.05,0.46482
166.87,77.926,229.16,140.22,0.45859
167.22,78.181,229.36,140.33,0.46224
167.78,78.17,229.98,140.37,0.46651
167.91,78.018,230.43,140.54,0.47355
167.97,78.634,230.47,141.13,0.4779
167.66,79.142,230.1,141.58,0.47608
167.66,79.143,230.09,141.57,0.47494
167.06,79.025,229.72,141.68,0.47614
166.52,78.846,229.5,141.82,0.47169
166.61,79.903,229.39,142.69,0.47271
166.54,80.797,229.18,143.43,0.46962
166.73,81.253,229.16,143.69,0.47112
166.8,80.974,229.04,143.21,0.46862
165.61,80.93,227.94,143.27,0.46623
165.07,80.943,227.42,143.29,0.46091
165.06,80.937,227.43,143.3,0.46498
164.43,81.086,227.01,143.66,0.46361
164.44,81.09,227.01,143.66,0.45818
164.7,81.07,227.25,143.62,0.47139
163.85,81.448,226.77,144.36,0.47093
163.37,81.537,226.14,144.31,0.47254
163.37,80.588,226.19,143.41,0.47746
163.21,79.95,226.3,143.04,0.4641
162.8,79.862,226.07,143.13,0.46717
162.13,79.685,225.77,143.32,0.46817
162.4,79.776,225.92,143.29,0.46386
162.82,79.749,225.55,142.49,0.47231
162.71,78.905,225.65,141.84,0.4796
162.06,78.757,225.36,142.06,0.46861
161.18,79.146,224.58,142.55,0.47288
160.55,80.088,224.06,143.6,0.47256
160.55,80.087,224.06,143.6,0.47113
161.1,79.623,224.51,143.04,0.47394
161.13,78.759,224.4,142.03,0.47699
160.34,78.511,224.24,142.41,0.48332
159.77,78.467,223.75,142.45,0.48868
159.77,78.468,223.75,142.45,0.48117
159.45,78.07,224.15,142.77,0.474
159.45,78.075,224.15,142.77,0.47447
159.55,78.112,224.06,142.61,0.46965
158.94,77.01,223.69,141.76,0.47622
158.33,75.781,222.78,140.23,0.47791
157.39,75.736,221.95,140.29,0.48149
156.93,75.241,221.35,139.67,0.47442
156.43,74.584,220.81,138.97,0.48508
155.74,74.81,220.63,139.69,0.49395
155.25,75.461,220.2,140.41,0.483
155.15,75.409,220.18,140.44,0.47735
155.14,75.254,220.18,140.29,0.47998
154.59,75.671,219.76,140.84,0.47261
153.95,75.993,219.45,141.5,0.47782
153.49,75.988,219.36,141.86,0.48181
153.62,76.587,219.23,142.19,0.47493
153.02,77.764,219.1,143.85,0.4672
153.21,79.75,218.95,145.49,0.48209
152.63,80.761,218.55,146.68,0.48321
152.34,82.236,218.07,147.96,0.48305
152.34,82.232,218.07,147.96,0.479
152.82,81.295,218.21,146.68,0.47348
152.79,80.945,218.24,146.4,0.47702
151.88,82.207,217.21,147.53,0.47658
151.89,83.914,217.21,149.23,0.47325
152.59,85.475,217.84,150.73,0.47191
153.52,86.963,218.67,152.11,0.461
155.06,88.083,220.07,153.09,0.44843
156.27,88.535,220.8,153.06,0.44544
157.44,89.009,221.72,153.29,0.43508
158.89,90.005,222.91,154.02,0.42667
159.52,91.391,223.67,155.54,0.42253
161.53,93.711,224.67,156.85,0.41351
164.82,97.39,226.86,159.43,0.40238
167.18,101.11,228.58,162.51,0.39678
168.01,101.39,229.34,162.72,0.40038
167.76,101.57,229.66,163.48,0.39494
167.68,102.43,229.69,164.43,0.39741
168.07,103.07,230.24,165.25,0.39736
169.04,104.44,231.27,166.67,0.39686
169.15,105.58,231.46,167.88,0.3951
170.15,105.87,231.34,167.06,0.40111
169.94,105.51,231.68,167.25,0.39976
169.14,104.99,230.84,166.69,0.39824
168.22,104.09,229.9,165.77,0.39926
168.19,104.95,229.83,166.59,0.39992
168.19,105.38,229.85,167.04,0.39659
168.19,105.38,229.85,167.04,0.39415
168.18,105.38,229.85,167.05,0.39645
168.26,105.03,229.76,166.53,0.40054
168.14,103.52,230.17,165.55,0.3986
167.86,103.28,229.75,165.17,0.39934
167.35,103.62,229.65,165.92,0.39937
166.7,103.12,229.15,165.57,0.39793
165.63,104.02,228.29,166.67,0.39475
165.51,104.07,228.43,166.99,0.39163
166.58,104.2,229.22,166.84,0.38975
166.41,104.6,229.39,167.57,0.39002
165.6,105.01,229.13,168.54,0.39305
164.72,105.8,229.11,170.18,0.38568
164.76,105.83,229.07,170.14,0.3852
164.68,105.7,229.29,170.31,0.38694
164.76,106.52,229.09,170.85,0.38916
164.33,106.84,228.64,171.15,0.38873
164.32,107.79,228.64,172.11,0.38971
164.31,107.57,228.63,171.89,0.3916
164.07,107.55,228.48,171.96,0.39051
165.07,107.05,229.44,171.42,0.39277
165.99,105.56,230.38,169.95,0.39452
165.99,105.56,230.38,169.95,0.39402
166,105.55,230.36,169.91,0.3935
165.46,105.36,230.27,170.17,0.3887
164.98,104.82,230.23,170.07,0.39065
165,104.78,230.21,169.99,0.39056
164.46,104.86,229.5,169.91,0.38875
164.45,104.86,229.51,169.92,0.38828
163.97,105.31,229.06,170.4,0.38581
163.97,105.31,229.06,170.4,0.38897
163.98,105.97,229.07,171.06,0.38983
163.77,105.6,228.73,170.56,0.3887
163.66,105.82,228.85,171.01,0.38558
164.18,105.28,229.7,170.8,0.38469
164.18,105.27,229.7,170.8,0.38191
164.29,106.97,230.31,173,0.38078
164.29,106.98,230.31,172.99,0.38098
164.5,107.35,230.2,173.05,0.41517
164.72,106.1,231.24,172.62,0.38878
162.63,102.98,233.8,174.14,0.36805
140.69,173.25,250.64,283.2,0.43441
141.44,173.79,250.54,282.89,0.43166
141.45,173.46,250.86,282.87,0.43551
141.14,172.26,251.05,282.17,0.43655
141.13,172.26,251.06,282.19,0.43508
141.08,172.26,250.97,282.15,0.43506
141.09,172.26,250.98,282.15,0.43478
141.31,172.98,251.23,282.9,0.43373
141.79,173.24,251.62,283.07,0.43329
144.14,175.76,252.35,283.97,0.4405
159.95,179.64,249.56,269.24,0.38667
160.79,179.13,250.41,268.75,0.391
161.53,178.07,251.34,267.87,0.39001
160.53,176.92,251.32,267.71,0.39966
160.15,177.16,250.47,267.48,0.39702
159.27,177.25,249.13,267.1,0.38786
157.74,176.19,247.36,265.81,0.3954
154.94,175.6,245.83,266.48,0.38983
154.38,174.6,245.32,265.54,0.39364
153.39,172.81,244.38,263.81,0.39299
153.68,172.45,244.2,262.97,0.39074
153.81,172,244.11,262.3,0.38986
153.88,172.11,244.02,262.24,0.39105
152.94,172.34,243,262.41,0.39758
152.9,171.84,242.25,261.19,0.42067
153.1,171.54,242.06,260.5,0.42169
153.62,171.28,242.49,260.14,0.42177
154.56,171.54,242.67,259.65,0.41864
155.57,171.62,243.6,259.65,0.41706
157.32,171.78,244.87,259.33,0.41562
159.05,170.55,247.13,258.62,0.41152
159.78,169.89,248.48,258.6,0.41168
159.59,169.64,248.85,258.9,0.41255
160.29,168.92,249.79,258.41,0.4154
160.76,168.36,251.04,258.63,0.41498
161.91,167.79,253.08,258.96,0.41452
161.93,167.27,253.96,259.3,0.41581
162.13,167.15,253.84,258.85,0.41747
161.35,167.7,252.98,259.32,0.42554
158.8,169.95,248.71,259.86,0.44085
158.83,170.11,248.69,259.97,0.43891
159.37,170.5,249.07,260.2,0.4376
159.7,170.78,249.79,260.87,0.43765
159.48,171.12,250.14,261.78,0.43772
158.96,171.82,248.41,261.26,0.44586
158.66,172.59,248.22,262.15,0.44832
158.77,172.26,248.7,262.19,0.44815
158.64,171.75,248.69,261.79,0.44899
158.19,171.52,248.48,261.8,0.4463
157.8,171.49,247.4,261.09,0.44872
157.34,171.41,247.84,261.91,0.44231
157.24,171.24,248.1,262.1,0.43519
157.52,171.53,248.69,262.7,0.42747
156.89,171.45,248.33,262.9,0.42609
155.95,171.8,246.61,262.45,0.42644
155.05,171.72,245.8,262.47,0.42466
155.09,171.77,245.68,262.37,0.4245
155.09,171.77,245.68,262.36,0.42152
155.04,171.73,245.71,262.4,0.41803
155.72,171.83,245.72,261.83,0.4179
155.83,171.07,245.56,260.81,0.42274
155.9,170.19,245.5,259.79,0.42066
155.14,169.11,244.99,258.97,0.42245
154.99,167.48,244.7,257.2,0.42211
155.22,165.73,245.4,255.91,0.42189
155.24,165.66,245.33,255.75,0.42495
155.52,164.84,245.92,255.24,0.42344
154.96,164.72,246.06,255.82,0.42697
154.08,164.4,246.48,256.8,0.42719
153.79,164.46,246.77,257.45,0.42937
153.28,164.44,246.31,257.47,0.43124
151.33,165.12,244.18,257.97,0.43668
149.74,165.8,242.37,258.43,0.43757
149.27,165.88,241.72,258.34,0.43777
149.52,166.49,241.62,258.59,0.43809
149.26,167.97,241.42,260.13,0.43825
148.22,168.84,240.25,260.87,0.43858
148.01,168.93,239.91,260.83,0.44347
148.02,168.93,239.91,260.83,0.44223
148.02,168.93,239.91,260.83,0.4359
148,168.91,239.92,260.84,0.43385
148.27,169.44,240.16,261.34,0.43377
148.28,170.19,240.23,262.14,0.42894
148.52,170.87,241.06,263.41,0.41947
148.21,170.67,241.4,263.86,0.41383
148.21,170.67,241.4,263.86,0.4132
147.82,171.32,240.65,264.15,0.41621
147.32,172.42,238.05,263.16,0.41745
147.6,172.65,237.76,262.8,0.4162
148.83,171.39,239.41,261.97,0.41807
149.38,168.9,241.01,260.53,0.41558
149.71,167.58,241.17,259.05,0.41455
149.71,166.86,240.54,257.68,0.41714
149.34,165.42,240.94,257.02,0.41348
149.22,165.29,241.07,257.14,0.41287
148.96,164.97,241.49,257.51,0.4101
148.23,165.07,241.09,257.93,0.4126
147.3,165.46,240.03,258.19,0.41546
144.5,167.75,237.14,260.4,0.4223
143.45,168.72,236.1,261.38,0.42345
143.25,167.56,236.19,260.5,0.42289
142.38,167.81,235.55,260.99,0.42323
142.39,167.82,235.54,260.97,0.42199
142.38,168.28,235.58,261.48,0.42167
143.04,169.34,235.16,261.46,0.42222
142.76,170.06,234.44,261.74,0.4236
142.72,169.89,235.94,263.11,0.42266
142.8,169.19,236.73,263.12,0.42254
142.73,168.79,237.12,263.18,0.42094
142.98,168.62,237.7,263.34,0.42144
143.31,169.73,237.34,263.76,0.42102
144.06,171.18,236.92,264.04,0.42244
145.05,172.14,238,265.09,0.42198
144.59,172.79,238.39,266.6,0.42383
144.59,172.79,238.4,266.6,0.42453
145.27,172.55,239.57,266.86,0.42202
146,172.32,240.77,267.09,0.42128
146.55,171.89,242.5,267.84,0.41961
147.29,171.38,244.38,268.48,0.41772
148,171.56,244.92,268.49,0.42038
147.99,171.57,244.92,268.5,0.42013
147.22,172.03,243.87,268.69,0.42192
147.23,172.04,243.86,268.67,0.42215
147.08,171.64,244.03,268.58,0.4202
147.07,171.62,244.04,268.6,0.42249
146.78,171.22,244.57,269.01,0.41924
147.16,171.71,245.73,270.27,0.41401
146.85,172.05,246.1,271.29,0.41585
146.27,173.73,244.43,271.88,0.41824
146.2,174.05,244.5,272.34,0.41674
146.19,174.03,244.52,272.36,0.41575
146.35,174.1,244.64,272.4,0.41518
146.35,174.09,244.65,272.4,0.4141
146.39,173.94,245.43,272.98,0.41212
146.65,174.32,246.18,273.84,0.41204
146.76,175.04,244.86,273.14,0.41294
145.9,175.06,244.25,273.41,0.4127
144.56,175.01,242.96,273.4,0.41467
143.98,174.07,242.93,273.02,0.41466
143.96,174.04,242.96,273.04,0.41276
143.79,173.57,243.09,272.88,0.41354
143.71,173.49,243.18,272.96,0.41404
143.61,173.82,243.1,273.31,0.41966
142.26,173.59,241.91,273.23,0.4311
142.57,173.36,241.55,272.34,0.42581
143.5,172.38,242.8,271.68,0.41751
143.74,171.4,242.58,270.24,0.41562
144.16,171.44,242.85,270.13,0.42413
145.69,171.05,244.02,269.38,0.43176
146.56,171.31,244.38,269.12,0.43668
146.56,171.29,244.38,269.11,0.43396
146.62,171.35,244.32,269.05,0.4321
146.46,170.87,243.92,268.32,0.42981
146.52,170.17,243.89,267.55,0.43242
146.95,169.78,244.74,267.57,0.42802
147.54,169.77,245.52,267.76,0.42637
148.23,170.71,246.03,268.51,0.4279
148.17,171.13,246.1,269.06,0.4269
147.84,171.85,245.74,269.75,0.4286
147.84,171.85,245.74,269.75,0.42804
148.2,170.87,246.28,268.95,0.42851
148.39,169.84,246.66,268.11,0.42244
148.52,169.06,247.19,267.73,0.42615
148.52,169.05,247.19,267.73,0.40868
148.58,169.34,247.16,267.92,0.41497
148.41,169.49,246.85,267.93,0.40556
147.24,169.95,245.66,268.37,0.40102
146.63,169.29,244.89,267.55,0.40368
145.94,168.19,244.72,266.97,0.39846
145.39,167.74,244.7,267.05,0.40175
145.33,166.49,245.49,266.66,0.42654
145.14,166.3,245.7,266.85,0.42766
144.61,167.07,246.22,268.67,0.43291
143.8,168.18,245.54,269.93,0.43446
143.39,168.5,245.32,270.43,0.435
143.36,168.84,245.35,270.83,0.42889
142.21,169.71,245.98,273.48,0.43217
141.18,169.87,246.11,274.8,0.43829
137.17,131.12,252.56,246.51,0.45082
136.05,129.96,253.68,247.59,0.4478
134.6,129.26,254.85,249.51,0.43277
133.13,128.83,255.74,251.44,0.42116
131.61,128.27,257.03,253.68,0.4017
130.03,127.23,257.66,254.86,0.39721
129.16,126.49,258.27,255.6,0.42505
129.44,124.76,259.3,254.62,0.43945
130.25,123.85,259.84,253.45,0.41205
130.37,123.98,259.7,253.31,0.4043
131.15,124.43,258.02,251.29,0.42919
131.73,124.02,257.5,249.79,0.44119
132.57,123.26,256.65,247.34,0.44543
132.67,123.08,254.74,245.15,0.46638
132,122.49,253.27,243.76,0.47674
131.59,121.12,252.01,241.54,0.49714
132.05,121.63,251.54,241.11,0.50243
132.76,122.88,251.48,241.6,0.49805
132.78,122.48,251.55,241.24,0.4958
133.87,122.27,251.59,239.99,0.49082
135.38,122.52,251.85,238.98,0.48633
135.61,122.66,251.82,238.87,0.48456
136.94,123.03,252.31,238.4,0.48146
137.94,123.3,252.67,238.03,0.48118
138.62,123.25,253.3,237.93,0.47973
139.83,123.33,253.91,237.41,0.47848
140.06,122.87,253.68,236.49,0.48146
139.73,123.05,252.95,236.27,0.48009
138.99,123.47,251.9,236.38,0.48226
138.45,123.1,251.14,235.78,0.48229
139.05,122.33,250.81,234.1,0.48132
139.44,121.53,250.68,232.76,0.47552
139.45,121.53,250.68,232.76,0.47179
138.37,121.93,249.9,233.47,0.47275
138.21,122.62,248.71,233.12,0.48153
137.5,122.24,248.94,233.68,0.49141
137.45,121.99,248.77,233.31,0.48511
137.07,121.28,248.53,232.74,0.47803
137.21,121.42,248.39,232.6,0.46958
136.97,121.55,247.95,232.53,0.47036
136.31,121.52,246.99,232.2,0.4773
136.18,121.39,247.12,232.33,0.47809
136.25,121.14,247.46,232.35,0.47447
136.37,121.16,247.39,232.18,0.4716
136.35,121.29,247.41,232.35,0.47488
137.03,121.23,248.23,232.44,0.47194
137.89,121.13,248.67,231.92,0.47112
137.8,120.89,248.77,231.87,0.45937
138.15,121.26,248.41,231.52,0.441
137.99,120.4,248.83,231.24,0.43238
137.99,120.4,248.83,231.24,0.43524
138.01,120.61,248.68,231.27,0.45588
137.89,120.39,248.89,231.39,0.47087
138.43,121.64,249.37,232.58,0.44525
138.41,122.01,249.57,233.18,0.44491
138.73,121.13,250,232.41,0.45598
139.23,119.77,250.94,231.48,0.46249
139.52,119.57,251.93,231.98,0.46508
139.43,119.94,251.94,232.45,0.468
139.37,119.19,252.31,232.13,0.47312
139.51,119.17,252.82,232.48,0.4729
139.31,118.54,252.93,232.16,0.47121
138.86,118.51,252.55,232.2,0.46926
137.94,118.58,251.56,232.19,0.47227
137.47,118.19,250.81,231.53,0.47082
137.26,118.2,250.54,231.48,0.47303
137.27,118.22,250.54,231.49,0.47181
137.37,118.73,250.43,231.8,0.47335
137.36,118.72,250.44,231.81,0.47172
137.29,118.93,250.23,231.86,0.47249
137.35,118.94,250.15,231.74,0.46605
137.35,118.94,250.15,231.74,0.4673
137.43,119.47,249.8,231.84,0.46922
137.09,119.59,249.07,231.57,0.4687
137.06,119.46,248.99,231.39,0.46411
137.18,119.58,248.87,231.27,0.45129
137.07,119.45,248.92,231.3,0.45007
136.27,119.74,247.7,231.16,0.45219
135.69,119.87,246.84,231.02,0.45976
135.39,119.55,246.32,230.48,0.45487
135.4,119.56,246.31,230.47,0.45273
135.75,119.64,246.68,230.57,0.4528
135.9,120.57,246.66,231.33,0.45873
135.96,120.95,246.59,231.58,0.46052
