224,349.5,187.5,1
225,347.98,186.49,0.98084
226,350.19,182.67,0.94682
227,348.36,181.83,0.93762
228,346.96,182.43,0.95647
229,348.91,182.26,0.93118
230,352.89,181.59,0.92433
231,352.23,182.1,0.83178
232,350.88,184.67,0.84317
233,350.33,184.39,0.86116
234,352.26,183.46,0.89172
235,351.1,183.54,0.895
236,348.07,184.09,0.90979
237,348.58,183.95,0.84733
238,352.28,181.65,0.87979
239,352.14,182.6,0.83983
240,348.75,184.06,0.86028
241,349.13,184.42,0.84804
242,348.57,184.9,0.85749
243,347.72,184.91,0.79608
244,344.94,187.04,0.81869
245,345.19,189.6,0.83072
246,350.94,190.32,0.84049
247,352.17,191.74,0.85206
248,350.32,190.88,0.84336
249,353.15,192.9,0.78252
250,356.48,197.88,0.77447
251,360.57,204.58,0.80836
252,362.02,209.67,0.69979
253,-1,-1,-1
254,366.5,224,0.6938
255,362.47,220.07,0.60724
256,360.14,209.48,0.74542
257,360.55,204.52,0.72624
258,362.42,210.49,0.67281
259,360.49,210.69,0.68587
260,360.19,208.3,0.76794
261,357.45,203.34,0.78217
262,358.29,200.21,0.7989
263,357.63,201.17,0.74008
264,353.13,200.91,0.88143
265,351.12,199.01,0.82646
266,357.18,191.13,0.86723
267,362.12,190.75,0.85166
268,367.82,196.74,0.7308
269,368.74,199.98,0.61634
270,372.83,200.24,0.69992
271,377.78,195.2,0.75396
272,384.37,186.12,0.79894
273,392.88,178.13,0.74014
274,405.71,175.61,0.71272
275,421.83,168.16,0.58506
276,425.26,166.11,0.92693
277,428.7,165.63,0.82669
278,430.88,162.94,0.75482
279,430.48,162.14,0.70171
280,434.93,166.93,0.70771
281,429.47,173.82,0.62939
282,428.03,177.84,0.57598
283,-1,-1,-1
284,-1,-1,-1
285,-1,-1,-1
286,-1,-1,-1
287,-1,-1,-1
288,-1,-1,-1
289,427,168.5,0.70478
290,435.36,159.91,0.70084
291,439.02,159.7,0.72333
292,439.01,156.17,0.68816
293,439,152.63,0.68154
294,441.21,147.53,0.67109
295,440.17,145.43,0.67323
296,440.07,145.76,0.8036
297,441.52,144.56,0.9069
298,442.67,138.6,0.8479
299,443.55,136.32,0.90301
300,442.56,133.03,0.89132
301,443.81,130.78,0.88771
302,446.64,132.95,0.89746
303,447.61,137.19,0.86363
304,446.82,140.73,0.87778
305,446.84,142.29,0.87235
306,449.79,147.07,0.82023
307,450.32,147.78,0.89526
308,450.77,151.59,0.89836
309,451.02,159.13,0.90654
310,451.57,167.5,0.85828
311,453.03,169.26,0.89349
312,453.72,172.12,0.88396
313,454.41,178.91,0.86884
314,454.02,183.13,0.87165
315,452.04,190.21,0.84878
316,448.66,194.1,0.78814
317,447.09,197.01,0.88461
318,444.07,201.66,0.92383
319,446.95,201.64,0.86885
320,446.15,201.75,0.80683
321,445.51,202.73,0.75711
322,446.25,202.34,0.77088
323,448.14,201.95,0.77991
324,447.59,204.19,0.76963
325,447.25,205.88,0.7602
326,445.26,203.72,0.66687
327,444.81,204.28,0.90402
328,443.51,205.26,0.80365
329,444.24,206.47,0.78433
330,445.57,206.57,0.82173
331,446.27,205.76,0.81413
332,445.32,206.92,0.79432
333,443.15,210.84,0.76827
334,441.93,212.28,0.70024
335,437.09,212.25,0.6693
336,434.43,213.88,0.62849
337,434.08,213.38,0.61732
338,432.17,213.72,0.63269
339,425.26,215.19,0.5865
340,424.1,215.55,0.58612
341,423.12,212,0.80227
342,422,211.8,0.7904
343,419.88,208.44,0.78561
344,416.99,207.83,0.88149
345,419.2,206.52,0.8977
346,414.85,203.69,0.84172
347,414.78,206.54,0.82876
348,413.59,209.07,0.7677
349,412.52,209.81,0.81398
350,410.11,210.99,0.82111
351,407.51,212.39,0.839
352,406,215.58,0.75043
353,405.17,214.84,0.76788
354,404.34,213.32,0.81331
355,399.43,214.27,0.74707
356,393.41,216.91,0.73357
357,386.65,218.03,0.66396
358,382.48,215.22,0.66952
359,376.82,211.74,0.68561
360,368.85,205.23,0.58491
361,367.29,206,0.54831
362,363.42,209.5,0.6406
363,361.05,207.94,0.85431
364,356.88,204.43,0.85924
365,356.51,205.81,0.8299
366,355.66,205.76,0.77072
367,352.35,204.13,0.74107
368,350.98,199.69,0.7093
369,350.32,198.55,0.7046
370,350.44,198.18,0.68232
371,351.13,198.58,0.65841
372,349.23,201.08,0.65041
373,348.38,200.64,0.8813
374,347.85,201.17,0.85002
375,347,202.72,0.75502
376,344.41,206.08,0.74487
377,343.5,207.69,0.79578
378,343.47,206.66,0.83425
379,342.81,208.1,0.85574
380,344.82,208.39,0.88971
381,345.16,208.35,0.89339
382,344.49,202.82,0.83667
383,342.13,202.24,0.70949
384,344.26,203.43,0.63455
385,343.05,204.54,0.90272
386,343.63,206.68,0.89137
387,343.1,206.93,0.81703
388,343.19,205.07,0.79329
389,342.88,207.41,0.74579
390,342.13,207.32,0.77075
391,341.8,207.22,0.79176
392,341.81,207.58,0.81586
393,339.85,209.38,0.75504
394,339.36,209.65,0.74695
395,339.59,206.74,0.7216
396,339.44,206.37,0.71759
397,339.47,208.79,0.69766
398,340.23,208.18,0.70524
399,339.29,209.79,0.69818
400,340.22,209.26,0.68981
401,339.63,204.91,0.69798
402,338.73,205.81,0.70639
403,339.04,209.07,0.69302
404,339.59,209.06,0.68883
405,340.42,209.05,0.68492
406,340.13,207.44,0.69645
407,339.63,209.66,0.8769
408,339.01,209.64,0.84889
409,339.93,210.68,0.8482
410,338.91,210.85,0.82664
411,339.63,209.84,0.85594
412,342.41,212.59,0.78652
413,341.9,210.47,0.72318
414,341.71,210.26,0.71346
415,342.88,210.12,0.76115
416,340.99,209.18,0.82551
417,340.89,205.13,0.89067
418,337.1,195.76,0.79469
419,336.93,193.67,0.75402
420,335.94,189.18,0.71573
421,331.59,188.01,0.85963
422,330.29,185.13,0.77603
423,330.43,179.94,0.64788
424,327.92,173.54,0.5466
425,327.51,170.35,0.82103
426,327.5,163.22,0.68401
427,328.09,157.24,0.5612
428,326.86,153.37,0.88463
429,323.53,146.72,0.75796
430,322.74,146.05,0.64731
431,320.95,143.71,0.60354
432,323.02,143.9,0.94735
433,323.1,140.68,0.91951
434,323.15,142.53,0.94527
435,323.42,143.57,0.92827
436,323.2,140.58,0.91433
437,325.55,139.05,0.8305
438,328.38,133.39,0.63224
439,330.86,137.24,0.87216
440,330.43,141.1,0.79235
441,314.5,142.5,0.73611
442,312.39,143.54,0.76073
443,311.09,146.78,0.6851
444,310.68,149.7,0.77953
445,309.76,155.77,0.75429
446,309.69,157.42,0.67191
447,308.17,163.47,0.73008
448,307.72,163.88,0.7195
449,339.5,169,0.68541
450,339.51,171.07,0.64308
451,340.51,167.52,0.67061
452,339.62,168.01,0.63213
453,339.99,170.39,0.65471
454,343.14,170.44,0.67954
455,336.5,174.5,0.69714
456,335.6,174.8,0.67164
457,348.5,178,0.6627
458,347.56,185.58,0.69802
459,347.83,191.33,0.66144
460,349.89,196.88,0.59911
461,356.6,196.71,0.63283
462,336.5,199.5,0.65809
463,334.21,199.35,0.66885
464,-1,-1,-1
465,-1,-1,-1
466,-1,-1,-1
467,-1,-1,-1
468,-1,-1,-1
469,-1,-1,-1
470,-1,-1,-1
471,361.5,190,0.65819
472,361.78,191.47,0.66331
473,362.29,192.05,0.6739
474,367.57,189.06,0.57353
475,343.5,193.5,0.68194
476,339.23,190.97,0.74169
477,330.54,188.72,0.6851
478,326.41,191.43,0.70728
479,327.52,191.57,0.72702
480,325.25,194.9,0.66292
481,321.01,196.72,0.92897
482,321.49,197.81,0.88034
483,321.5,195.85,0.80306
484,319.47,190.43,0.73891
485,319.22,188.76,0.67771
486,319.02,190.32,0.70705
487,319.68,189.8,0.68851
488,322.12,185.63,0.68405
489,321.91,186.19,0.89408
490,320.17,187.22,0.94143
491,320.2,188.41,0.94419
492,317.61,179.79,0.80976
493,-1,-1,-1
494,324.5,167.5,0.67179
495,324.44,164.69,0.60739
496,324.29,159.72,0.52562
497,325.77,150.82,0.4865
498,327.44,142.75,0.49407
499,-1,-1,-1
500,-1,-1,-1
501,-1,-1,-1
502,-1,-1,-1
503,-1,-1,-1
504,-1,-1,-1
505,-1,-1,-1
506,-1,-1,-1
507,316.5,98.5,0.5336
508,315.73,94.978,0.52029
509,-1,-1,-1
510,-1,-1,-1
511,-1,-1,-1
512,-1,-1,-1
513,-1,-1,-1
514,-1,-1,-1
515,-1,-1,-1
516,-1,-1,-1
517,-1,-1,-1
518,-1,-1,-1
519,-1,-1,-1
520,-1,-1,-1
521,-1,-1,-1
522,-1,-1,-1
523,-1,-1,-1
524,-1,-1,-1
525,-1,-1,-1
526,-1,-1,-1
527,-1,-1,-1
528,-1,-1,-1
529,-1,-1,-1
530,-1,-1,-1
531,-1,-1,-1
532,-1,-1,-1
533,-1,-1,-1
534,-1,-1,-1
535,-1,-1,-1
536,-1,-1,-1
537,361.5,212,0.65424
538,365.21,218.16,0.68652
539,368.5,217.69,0.74312
540,372.66,216.16,0.76097
541,377.46,213.52,0.749
542,383.79,211.37,0.75753
543,387.63,207.3,0.76275
544,391.8,199.29,0.76282
545,396.43,193.13,0.71998
546,400.12,192.38,0.82616
547,413.5,178,0.39138
548,414.47,177.04,0.41988
549,419.87,173.94,0.43625
550,420.22,170.33,0.42723
551,418.43,153.21,0.42635
552,451,163,0.65024
553,448.19,162.55,0.65078
554,446.71,163.26,0.66711
555,442.93,161.15,0.66781
556,437.52,157.61,0.67736
