290.99,257.01,59,59
288.05,252.27,59,59
292.28,250.3,59,59
276.83,243.7,59,59
273.97,237.57,59,59
289.06,246.8,59,59
286.37,248.27,59,59
279.25,245.99,59,59
269.25,231.67,59,59
265.42,233.93,59,59
265.85,235.98,59,59
256.25,226,59,59
268.03,231.85,59,59
277,229.78,59,59
282.91,230.28,59,59
275.72,237.88,59,59
273.77,237.67,59,59
267.71,234.96,59,59
276.46,241.6,59,59
285.89,250.31,59,59
281.18,247.98,59,59
275.91,243.29,59,59
270.33,240.96,59,59
265.16,240.23,59,59
269.27,241.87,59,59
267.5,237.94,59,59
275.11,243.7,59,59
276.33,244.02,59,59
275.55,244.09,59,59
285.87,238.35,59,59
286.38,253.57,59,59
288.68,267.29,59,59
323.96,268.9,59,59
294.27,262.34,59,59
282.79,255.11,59,59
292.63,248.89,59,59
302.33,261.31,59,59
282.78,263.15,59,59
278.62,251.56,59,59
270.55,241.56,59,59
268.45,244.63,59,59
270.6,239.11,59,59
256.61,227.39,59,59
249.83,229.4,59,59
257,234.98,59,59
257.63,228.39,59,59
262.15,236.55,59,59
263.97,235.21,59,59
268.88,232.41,59,59
276.54,233.34,59,59
274.93,233.27,59,59
271.28,237.51,59,59
279.74,220.57,59,59
281.26,224.67,59,59
300.66,237.81,59,59
302.31,244.61,59,59
303.09,251.34,59,59
288.89,251.04,59,59
299.5,248.8,59,59
299.19,249.08,59,59
277.58,240.65,59,59
274.81,220.14,59,59
265.7,222.91,59,59
260.99,223.58,59,59
259.87,222.88,59,59
257.38,221.79,59,59
256.15,226.1,59,59
262.39,227.71,59,59
260.66,229.12,59,59
262.82,231.29,59,59
270.89,234.04,59,59
273.45,235.29,59,59
268.96,230.08,59,59
276.76,230.27,59,59
284.41,228.11,59,59
283.42,235.36,59,59
288.04,227.3,59,59
289.67,228.67,59,59
295.61,240.87,59,59
293.65,239.21,59,59
281.71,239.4,59,59
284.96,235.03,59,59
278.99,238.11,59,59
286.72,232.29,59,59
283.16,234.75,59,59
284.09,238.98,59,59
277.78,235.8,59,59
276.19,237.64,59,59
282.26,246.18,59,59
287.63,242.89,59,59
283.76,240.12,59,59
281.67,247.84,59,59
280.23,237.99,59,59
279.88,242.86,59,59
259.26,239,59,59
262.79,235.28,59,59
271.33,232.56,59,59
274.33,235.78,59,59
273.17,244.95,59,59
274.93,232.57,59,59
287.48,245.24,59,59
279.95,233.25,59,59
287.11,244.86,59,59
291.68,243.77,59,59
285.53,239.74,59,59
286.45,241.06,59,59
283,233.92,59,59
288.37,241.11,59,59
281.3,244.48,59,59
287.71,249.26,59,59
315.08,264.45,59,59
359.45,310.59,59,59
419.57,292.85,59,59
448.38,287.44,59,59
443.08,293.55,59,59
-30.495,-40.327,59,59
244.86,258.72,59,59
284.58,240.81,59,59
295.27,244.15,59,59
275.86,260.9,59,59
264.79,255.4,59,59
267.82,248.31,59,59
259.93,258.38,59,59
265.53,245.25,59,59
255.52,258.25,59,59
252.38,258.36,59,59
240.3,251.07,59,59
237.01,258.54,59,59
236.07,254.1,59,59
241.88,255.77,59,59
245.05,256.98,59,59
244.2,257.04,59,59
246.69,250.99,59,59
